committee,lgno,name,term,sessionPeriod,isCoChairman
內政委員會,00023,林文瑞,10,4,N
內政委員會,00028,林思銘,10,4,N
內政委員會,00030,林為洲,10,4,Y
內政委員會,00038,邱顯智,10,4,N
內政委員會,00049,張宏陸,10,4,N
內政委員會,00053,莊瑞雄,10,4,N
內政委員會,00073,湯蕙禎,10,4,N
內政委員會,00085,管碧玲,10,4,N
內政委員會,00100,魯明哲,10,4,N
內政委員會,00109,羅美玲,10,4,N
內政委員會,00003,王美惠,10,5,N
內政委員會,00005,伍麗華Saidhai‧Tahovecahe,10,5,N
內政委員會,00016,吳琪銘,10,5,N
內政委員會,00020,李德維,10,5,N
內政委員會,00023,林文瑞,10,5,N
內政委員會,00044,翁重鈞,10,5,N
內政委員會,00049,張宏陸,10,5,Y
內政委員會,00053,莊瑞雄,10,5,N
內政委員會,00073,湯蕙禎,10,5,N
內政委員會,00085,管碧玲,10,5,N
內政委員會,00096,鄭天財 Sra Kacaw,10,5,Y
內政委員會,00099,鄭麗文,10,5,N
內政委員會,00103,賴香伶,10,5,N
內政委員會,00109,羅美玲,10,5,N
內政委員會,00003,王美惠,10,6,Y
內政委員會,00005,伍麗華Saidhai‧Tahovecahe,10,6,N
內政委員會,00016,吳琪銘,10,6,N
內政委員會,00020,李德維,10,6,N
內政委員會,00023,林文瑞,10,6,Y
內政委員會,00044,翁重鈞,10,6,N
內政委員會,00049,張宏陸,10,6,N
內政委員會,00053,莊瑞雄,10,6,N
內政委員會,00073,湯蕙禎,10,6,N
內政委員會,00085,管碧玲,10,6,N
內政委員會,00099,鄭麗文,10,6,N
內政委員會,00103,賴香伶,10,6,N
內政委員會,00109,羅美玲,10,6,N
內政委員會,00096,鄭天財 Sra Kacaw,10,6,N
內政委員會,00003,王美惠,10,7,N
內政委員會,00005,伍麗華Saidhai‧Tahovecahe,10,7,N
內政委員會,00020,李德維,10,7,N
內政委員會,00023,林文瑞,10,7,N
內政委員會,00049,張宏陸,10,7,N
內政委員會,00053,莊瑞雄,10,7,Y
內政委員會,00059,陳玉珍,10,7,Y
內政委員會,00072,游錫堃,10,7,N
內政委員會,00075,黃世杰,10,7,N
內政委員會,00082,游毓蘭,10,7,N
內政委員會,00096,鄭天財 Sra Kacaw,10,7,N
內政委員會,00102,賴品妤,10,7,N
內政委員會,00109,羅美玲,10,7,N
內政委員會,00116,陳琬惠,10,7,N
